product_id,brand,category_lv1,category_lv2,price_band,price_min,price_max,launch_date,core_claims
689606415898,润本,洗涤,衣物清洁护理,27.0-85.0,27.0,85.0,2022-11-01 16:13:54,柔顺|留香|防静电喷雾型洗涤剂|香氛
690121043582,SDX,护肤,颈部护理,114.0-342.0,114.0,342.0,2022-11-15 14:35:39,保湿|去颈纹|抗衰抗皱|淡化细纹|紧致滚珠
695815171913,超能,洗涤,衣物清洁护理,41.0,41.0,41.0,2023-02-16 14:47:42,抑菌瓶装
700567791402,菲丽菲拉,彩妆,眼部彩妆,25.0-39.0,25.0,39.0,2023-03-02 11:19:15,定型|显色|锁色|防晕染|防水棕色
702206844311,超能,洗涤,衣物清洁护理,11.0-111.0,11.0,111.0,2023-02-23 11:59:33,清洁去污柑橘调|柠檬香|透明|香氛
702971065768,高露洁,口腔护理,牙膏,17.0,17.0,17.0,2023-05-16 10:53:41,清洁牙齿|美白去牙渍含盐
706261293526,MIJIA,美容仪器,口腔美容仪,259.0,259.0,259.0,2023-03-29 14:59:37,便携|情人节
707738024350,涵贝尔,美妆工具,化妆修饰类工具,12.0,12.0,12.0,2023-04-12 18:27:21,nan
710123991330,JEAN-MISS,香氛,人体香氛,93.0,93.0,93.0,2023-04-07 11:37:46,留香玫瑰花香|花果香|花香调|茶香
710503099389,戈雅,彩妆,指（趾）甲彩妆,12.0-1388.0,12.0,1388.0,2023-08-07 15:28:27,裸色
711777763931,卡姿兰,彩妆,面部底妆,120.0-165.0,120.0,165.0,2023-04-18 15:52:31,持妆|控油|遮瑕
713780106567,小奥汀,彩妆,眼部彩妆,59.0-119.0,59.0,119.0,2023-04-25 11:58:22,定型|持妆|显色|防晕染|防水双头|双头眉笔|水眉笔|野生眉
720401364154,儒意,洗护,洗发护发,44.0-95.0,44.0,95.0,2023-06-13 10:06:22,修护|柔顺抚平毛躁|染烫受损护理免蒸发膜|受损修护|头发洗护
720673883882,泰克斯乐,洗涤,衣物清洁护理,30.0,30.0,30.0,2023-08-30 20:32:41,杀菌
724642986034,立白,洗涤,衣物清洁护理,44.0-279.0,44.0,279.0,2023-06-19 00:00:00,抑菌|杀菌|清洁|除螨天然|植物
727694232944,舒肤佳,洗护,洗浴产品,22.0-72.0,22.0,72.0,2023-08-16 11:24:38,清洁家庭装|身体清洁
730936761531,花知晓,彩妆,唇部彩妆,90.0,90.0,90.0,2023-08-22 11:31:59,成膜|镜面
730937189224,花知晓,彩妆,眼部彩妆,131.0,131.0,131.0,2023-08-22 11:32:00,六色|哑光|珠光|细闪
731450061156,云南白药,口腔护理,牙膏,38.0-58.0,38.0,58.0,2023-08-01 13:56:06,去异味|清洁|牙龈护理|美白健龈|清新口气|美白牙齿
732873087812,清扬,洗护,洗发护发,41.0-112.0,41.0,112.0,2023-08-14 16:33:43,去屑|控油|止痒|清洁|蓬松头发洗护|男士专用|薄荷香|运动型|香氛
733407118792,三资堂,彩妆,眼部彩妆,63.0,63.0,63.0,2023-09-15 15:32:49,持妆|防水水眉笔|野生眉
733824434543,原色波塔,彩妆,眼部彩妆,59.0-119.0,59.0,119.0,2023-08-22 12:14:15,定型|显色ins风|野生眉
738348940273,植村秀,护肤,面部清洁,10.0-13.0,10.0,13.0,2023-09-19 14:59:09,清洁卸妆|深层清洁以油养肤|小样|温和
738563662314,凡士林,护肤,唇部护理,25.0-106.0,25.0,106.0,2023-09-19 15:05:56,保湿|修护|润唇|淡唇纹|滋润|舒缓
743043678089,赛逸,洗护,洗发护发,50.0-132.0,50.0,132.0,2023-11-22 19:32:35,去屑|控油|止痒|蓬松临期|头发洗护
747397238093,肌肤之钥,彩妆,面部底妆,1032.0,1032.0,1032.0,2023-12-09 00:00:00,保湿|打底|控油|提亮肤色|遮瑕|隔离
747511386330,雕牌,洗涤,衣物清洁护理,3.0-38.0,3.0,38.0,2023-12-22 11:12:05,清洁去污家庭装
752544756578,欧莱雅,护肤,面部护理,406.0,406.0,406.0,2023-12-09 00:00:00,保湿|修护|抗衰|滋养|滋润|补水抗皱|紧致小蜜罐|秋冬|花蜜
757173611740,袋鼠妈妈,护肤,护肤套装,79.0-243.0,79.0,243.0,2023-12-27 11:30:17,去痘|控油痘痘肌|青少年|青春期
758983531927,酵色,彩妆,多功能彩妆,92.0,92.0,92.0,2024-01-16 14:08:01,保湿多用|多用霜|新品|氛围感
771689908859,自然堂,护肤,面部护理,7.0,7.0,7.0,2024-04-17 17:10:44,修护|抗衰|舒缓抗皱|紧致小紫瓶|抗疲老
800402756760,一苏,护肤,T区护理,167.0-206.0,167.0,206.0,2024-06-24 10:42:42,去黑头|控油|清洁深层清洁
807646820631,修丽可,护肤,面部护理,20.0,20.0,20.0,2024-07-02 16:33:23,保湿|修护|清爽|舒缓体验装|植萃|水乳|精华水
808352992917,舒客,美容仪器,口腔美容仪,251.0-470.0,251.0,470.0,2024-07-03 15:07:16,学生|新年限定
811591429942,薇诺娜,护肤,面部护理,20.0,20.0,20.0,2024-07-16 18:11:11,保湿|舒缓|补水舒敏
818670327842,敷尔佳,护肤,面部护理,119.0-478.0,119.0,478.0,2024-08-07 10:39:45,保湿|去痘|控油|收缩毛孔|补水刷酸|微生态|果酸焕肤|痘痘肌
12281450242,强生婴儿,洗护,婴童洗护,25.0-51.0,25.0,51.0,2019-08-07 10:23:22,锁水天然|头发洗护|婴幼产品|弱酸|无泪|身体清洁
12309130885,蓝月亮,洗涤,衣物清洁护理,34.0-68.0,34.0,68.0,2019-12-16 17:01:24,彩漂|清洁|留香|锁色去污瓶装|香氛
12339124147,云南白药,口腔护理,牙膏,41.0-164.0,41.0,164.0,2019-08-07 10:23:25,去异味|清洁|牙龈护理|美白健龈|清新口气口腔香氛|多合一|多效
16694876511,强生婴儿,护肤,婴童护肤,27.0-205.0,27.0,205.0,2019-08-07 10:25:21,保湿|滋润|防裂防干裂婴幼产品|秋冬
17798564300,OLAY,护肤,面部护理,133.0-290.0,133.0,290.0,2019-06-27 17:39:13,保湿|修护|抗衰|补水抗皱|淡化细纹|紧致多合一|多效
35469534689,珀莱雅,护肤,护肤套装,231.0-485.0,231.0,485.0,2019-06-27 17:57:45,保湿|抗衰|补水抗皱|淡化细纹|紧致水乳
39571199816,雅诗兰黛,护肤,护肤套装,742.0-3245.0,742.0,3245.0,2019-06-27 19:27:33,保湿|修护|抗衰|滋润|舒缓抗皱|水润|紧致限定|雅诗兰黛小棕瓶
4091962236,舒客,口腔护理,牙膏,34.0-127.0,34.0,127.0,2019-10-21 03:21:30,去异味|清洁牙齿|美白去烟渍|去牙渍|清新口气含氟
43391814784,欧舒丹,护肤,手足护理,297.0,297.0,297.0,2019-06-27 19:41:48,保湿|修护|滋润
44535801812,立白,洗涤,衣物清洁护理,12.0,12.0,12.0,2020-01-10 17:10:31,杀菌
5095836670,曼秀雷敦,护肤,唇部护理,23.0-75.0,23.0,75.0,2019-06-27 17:13:20,保湿|润唇|淡唇纹|滋润|补水唇霜
522886914370,斧头牌,洗涤,家清,40.0-81.0,40.0,81.0,2020-01-10 17:10:42,家庭装|柠檬香|香氛
523901519105,好来,口腔护理,牙膏,56.0,56.0,56.0,2019-10-21 03:24:56,清洁牙齿去牙渍家庭装
524892263919,蜂花,洗护,洗发护发,37.0-49.0,37.0,49.0,2019-06-27 20:23:34,亮泽|固发|强韧|控油|蓬松去油头发洗护|无硅油
525756387806,芙丽芳丝,护肤,面部清洁,134.0-268.0,134.0,268.0,2019-10-21 03:18:02,保湿|清洁中性皮肤|敏感肌
531622369372,上海,洗护,香皂,13.0-36.0,13.0,36.0,2019-08-07 11:43:36,清洁|除螨洁面皂|硫磺皂|身体清洁|除螨皂
538766297543,OLAY,护肤,面部护理,453.0-761.0,453.0,761.0,2019-06-27 21:15:20,修护|抗衰|提亮肤色|祛斑|美白紧致次抛
544502344102,可复美,护肤,医疗器械类,234.0-937.0,234.0,937.0,2019-08-07 11:50:19,二类医疗器械|冷敷|敏感肌
562216069834,潘婷,洗护,洗发护发,48.0-144.0,48.0,144.0,2020-06-23 19:40:29,修护|柔顺|滋润丝滑头发洗护
566736402567,稚优泉,护肤,面部清洁,57.0-125.0,57.0,125.0,2019-10-21 03:18:31,保湿|清洁|舒缓卸妆三合一|多合一|微生态|慕斯|温和|眼唇脸三合一
570413946681,云南白药,口腔护理,牙膏,93.0-187.0,93.0,187.0,2019-08-07 13:11:14,去异味|清洁|牙龈护理|美白健龈|清新口气温和
578001071843,舒适达,口腔护理,牙膏,54.0-64.0,54.0,64.0,2019-08-07 13:18:22,去异味|抗敏|清洁|牙龈护理|防蛀抗敏感|清新口气含氟|多合一|多效
578233216891,清扬,洗护,洗发护发,30.0,30.0,30.0,2020-05-13 18:55:55,去屑|止痒|留香头发洗护|香氛
581333547897,柏瑞美,彩妆,定妆,49.0-97.0,49.0,97.0,2019-09-27 20:32:35,保湿|定妆|持妆|控油便携
586844818988,至本,护肤,面部护理,93.0,93.0,93.0,2019-07-04 04:23:39,保湿|修护|嫩肤|抗衰|滋养抗皱|柔嫩|紧致以油养肤|敏感肌|精华油|精粹油
586844962932,至本,护肤,面部清洁,55.0,55.0,55.0,2019-06-28 10:18:08,修护|清洁|舒缓敏感肌|温和|表活
588243431707,十月结晶,护肤,婴童护肤,51.0-77.0,51.0,77.0,2019-08-07 13:56:36,爽身天然|婴幼产品|新生儿适用
596032735271,多芬,洗护,洗浴产品,31.0-51.0,31.0,51.0,2019-08-07 14:11:33,清洁|滋养|滋润|留香深层清洁身体清洁|香氛
600375378990,谷雨,护肤,面部护理,153.0-390.0,153.0,390.0,2019-11-01 11:50:08,保湿|修护|提亮肤色|祛斑|美白|舒缓|补水祛黄奶皮面膜|精华面膜
601395342423,柳丝木,护肤,面部清洁,62.0-175.0,62.0,175.0,2020-07-15 20:27:12,清洁卸妆以油养肤|干湿两用|敏感肌|植萃|水感
605694503214,瑷尔博士,护肤,面部护理,112.0-822.0,112.0,822.0,2020-01-10 17:43:20,保湿|修护|舒缓|补水微生态护肤品牌|熬夜
607376333498,格润,口腔护理,儿童口腔护理,84.0-180.0,84.0,180.0,2020-08-20 14:51:21,去异味|固齿|清洁|防蛀清新口气不含氟|含氟|天然|婴幼产品
613787154163,妖制,美妆工具,化妆辅助类工具,20.0-30.0,20.0,30.0,2020-08-13 12:33:20,干湿两用|气垫
617361236670,溪木源,护肤,面部清洁,75.0-296.0,75.0,296.0,2020-07-15 20:30:35,清洁|舒缓清洁毛孔慕斯|敏感肌|温和
617762776093,凡士林,护肤,其他护肤,19.0-58.0,19.0,58.0,2020-07-23 11:43:14,保湿|修护|滋润|补水婴幼产品|高保湿
620733335342,花洛莉亚,彩妆,眼部彩妆,20.0-22.0,20.0,22.0,2020-07-09 10:23:20,防晕染|防水
623859406602,且初,洗护,洗发护发,92.0-98.0,92.0,98.0,2020-10-15 18:45:17,柔顺头发洗护|精油洗护
625401561055,滴露,洗涤,衣物清洁护理,87.0-410.0,87.0,410.0,2020-09-03 15:42:32,杀菌|消毒|除螨柑橘调|柠檬香|香氛
625468667144,乐肤洁,护肤,面部护理,36.0-148.0,36.0,148.0,2020-08-20 14:46:30,去痘|抗痘|隔离痘印|痘痘肌
626310256179,威露士,洗护,手足清洁,41.0-82.0,41.0,82.0,2020-10-29 13:12:03,抑菌|消毒|清洁|滋润婴幼产品|温和|身体清洁
630944943408,KATO-KATO,彩妆,定妆,76.0-211.0,76.0,211.0,2020-11-11 13:36:46,定妆|持妆|控油新年限定|柔焦|水散粉|裸色
631470155485,老管家,洗涤,衣物清洁护理,41.0,41.0,41.0,2023-05-25 13:48:32,杀菌|留香柑橘调|柠檬香|香氛
632388251861,屈臣氏,护肤,身体护理,29.0-58.0,29.0,58.0,2021-02-03 11:12:50,保湿|滋养|滋润水润高保湿
637626489014,贝德美,护肤,婴童护肤,51.0-113.0,51.0,113.0,2021-03-02 17:12:09,保湿|润唇|滋润|舒缓|防裂防干裂婴幼产品|微生态
638553091481,参半,口腔护理,口腔喷雾,20.0-107.0,20.0,107.0,2021-03-02 17:53:36,口喷|蜜桃香
644974883250,韩愢,洗护,美发造型,101.0-195.0,101.0,195.0,2021-05-24 13:49:59,染发|补色无氨|植物|黑茶色
645047214948,INTO YOU,彩妆,唇部彩妆,76.0-230.0,76.0,230.0,2021-05-24 13:50:25,持妆丝绒|哑光|空气唇泥|空气唇釉|空气感|绒感|雾面
646072501164,欧莱雅,护肤,面部护理,19.0,19.0,19.0,2021-06-11 14:32:21,保湿|抗衰抗皱|淡化细纹|紧致欧莱雅紫熨斗|水光
651271811989,丝塔芙,护肤,面部清洁,183.0-366.0,183.0,366.0,2021-09-08 11:17:22,保湿|清洁|滋润|舒缓水润敏感肌|温和
653246421718,健美创研,彩妆,眼部彩妆,11.0-24.0,11.0,24.0,2021-09-01 13:47:51,卷翘|定型|打底|纤长|防晕染|防水
654376764201,BVZIP,洗护,洗发护发,30.0-110.0,30.0,110.0,2021-10-31 10:13:29,去屑|控油|止痒|蓬松头发洗护
654418483473,半亩花田,护肤,唇部护理,41.0-98.0,41.0,98.0,2021-09-08 14:10:41,保湿|润唇|淡唇纹|滋润|补水
656277436694,韩方五谷,洗护,美发造型,70.0-101.0,70.0,101.0,2021-10-13 21:10:24,定型|染发|补色无刺激|植物|纯植物|黑茶色
656442861728,润本,洗涤,衣物清洁护理,35.0-81.0,35.0,81.0,2021-10-12 22:18:46,抑菌|杀菌|清洁去污
656942865563,HBN,护肤,面部清洁,162.0-241.0,162.0,241.0,2021-11-04 00:05:01,清洁云感|温和|表活
657933428963,优沃朵,彩妆,面部底妆,100.0-139.0,100.0,139.0,2021-11-04 14:41:40,保湿|持妆|控油|遮瑕干性皮肤|油性皮肤|透明
658037685844,珀莱雅,护肤,面部护理,13.0,13.0,13.0,2022-03-01 14:19:35,抗衰抗皱|淡化细纹|紧致
659504163002,羽素,护肤,面部护理,214.0-367.0,214.0,367.0,2022-05-18 11:47:17,修护|去痘|控油|舒缓痘痘肌|痘肌修护
661535144151,JOHN JEFF,护肤,面部护理,56.0-612.0,56.0,612.0,2021-12-31 00:47:45,去痘|去红|控油|舒缓修红痘痘肌|脸部泛红
667251406396,魅女郎,美妆工具,化妆辅助类工具,17.0-30.0,17.0,30.0,2022-03-10 17:07:59,斜头|羊毛
668580882749,JOHN JEFF,护肤,面部清洁,39.0-119.0,39.0,119.0,2022-03-18 18:17:18,清洁深层清洁|清洁毛孔刷酸|慕斯
668974738667,冷酸灵,口腔护理,牙膏,23.0-116.0,23.0,116.0,2022-02-25 14:02:19,去异味|抗敏|美白抗敏感|清新口气泵式
669276499459,欧莱雅,护肤,防晒及晒后护理,50.0-80.0,50.0,80.0,2023-09-19 17:00:38,防晒|隔离体验装|光防护|多重防护|敏感肌
669497199937,毛戈平,彩妆,面部底妆,385.0-760.0,385.0,760.0,2022-03-01 15:34:43,持妆|遮瑕|防晒新年限定|无瑕|气垫|气垫粉霜|遮瑕粉|限定
670917641678,清扬,洗护,洗发护发,45.0-91.0,45.0,91.0,2022-05-09 15:47:15,去屑|强韧|控油|止痒|蓬松头发洗护
677974349056,修丽可,护肤,防晒及晒后护理,20.0,20.0,20.0,2023-01-05 14:42:18,美白|防晒光防护|精华防晒
681085565722,珂拉琪,彩妆,唇部彩妆,30.0-45.0,30.0,45.0,2022-10-11 16:02:10,提升气色丝绒|哑光|学生|水光|空气唇泥|空气唇釉|空气感|绒感|镜面
684480447229,一页,护肤,婴童护肤,103.0,103.0,103.0,2022-09-21 11:02:37,保湿|滋润婴幼产品|高保湿
685118919497,卡姿兰,彩妆,定妆,149.0-280.0,149.0,280.0,2022-10-21 00:00:00,定妆|控油|提亮肤色新年限定
688713958718,BABI,彩妆,定妆,86.0-151.0,86.0,151.0,2023-01-31 18:03:37,定妆|持妆|控油|防水柔焦|油性皮肤
690481967324,媞妃特,彩妆,面部底妆,59.0-118.0,59.0,118.0,2022-11-15 14:30:19,保湿|控油|提亮肤色|遮瑕痘印|痘痘肌|黑眼圈
692353896555,易复美,护肤,面部护理,11.0-44.0,11.0,44.0,2023-12-28 14:24:41,去痘|去痘印|去角质|收缩毛孔刷酸|成分浓度宣称|痘印|痘痘肌
696292742202,高露洁,口腔护理,漱口水,51.0,51.0,51.0,2023-05-05 14:43:39,去异味清新口气含盐|无酒精
697082058955,韩束,护肤,护肤套装,74.0-632.0,74.0,632.0,2023-02-07 14:19:06,保湿|抗衰抗皱|紧致新年限定|水乳
704466320851,INTO YOU,彩妆,唇部彩妆,71.0-1028.0,71.0,1028.0,2023-03-29 17:40:16,提升气色|显色唇颊两用|水光|裸色|镜面
706420652043,资生堂,洗护,洗发护发,149.0-499.0,149.0,499.0,2023-04-13 14:38:33,柔顺|蓬松|补水抚平毛躁|防干枯头发洗护
720688083145,JILL LEEN,彩妆,面部修饰,17.0,17.0,17.0,2023-06-05 17:11:09,保湿|修容|持妆|提亮肤色|提升气色|轮廓修饰亲肤|氛围感|腮紫|膨胀色
729597046545,红之,护肤,面部清洁,120.0-216.0,120.0,216.0,2023-07-25 18:30:21,清洁卸妆|深层清洁|清洁毛孔中性皮肤|以油养肤|多合一|多效|温和
731046826236,水卫仕,洗涤,衣物清洁护理,50.0-114.0,50.0,114.0,2023-08-30 17:03:24,彩漂|清洁去污活氧|爆炸盐
733041570567,3CE,彩妆,唇部彩妆,122.0,122.0,122.0,2023-08-30 12:05:36,保湿哑光|奶唇泥|柔雾|铁锈红
736568013050,ELL,护肤,面部清洁,59.0-95.0,59.0,95.0,2023-10-26 11:15:26,保湿|收缩毛孔|清洁卸妆|深层清洁中性皮肤|以油养肤|养肤|敏感肌|植萃|水感
737903687994,PAU,口腔护理,漱口水,30.0-60.0,30.0,60.0,2023-11-14 13:58:05,去异味|抑菌|留香清新口气便携
741912295219,OKCS,洗护,美发造型,51.0-96.0,51.0,96.0,2023-10-23 19:26:42,染发植物|纯黑色|黑茶色
749274080541,原色波塔,彩妆,眼部彩妆,60.0-93.0,60.0,93.0,2023-11-29 10:43:40,持妆|显色ins风
757085081734,花知晓,彩妆,面部修饰,112.0,112.0,112.0,2024-01-03 18:36:35,提亮肤色|立体水光|浮雕腮红
771704697547,温博士,护肤,面部护理,62.0-198.0,62.0,198.0,2024-03-20 15:57:47,保湿|控油|收缩毛孔|清爽|舒缓|补水水乳|湿敷|精华水
781154955087,维特丝,护肤,面部护理,73.0-220.0,73.0,220.0,2024-04-17 17:15:15,保湿|提亮肤色|收缩毛孔|祛斑|美白|补水改善黯沉双抗
790221034874,酵色,彩妆,唇部彩妆,82.0-164.0,82.0,164.0,2024-05-31 00:00:00,保湿嘟嘟唇|固体唇蜜|成膜|水光|镜面
794751691749,自然堂,护肤,面部护理,84.0-303.0,84.0,303.0,2024-05-17 13:53:00,保湿|修护|强韧|滋润|舒缓|补水水润敏感肌|温和|等渗
802707589298,滴露,洗涤,衣物清洁护理,56.0-168.0,56.0,168.0,2024-06-17 14:40:57,去异味|杀菌|消毒喷雾型洗涤剂
803404015132,海飞丝,洗护,洗发护发,51.0-110.0,51.0,110.0,2024-07-24 16:47:07,去屑|控油|柔顺|止痒头发洗护
808843243817,上海,洗护,香皂,2.0-9.0,2.0,9.0,2024-07-02 16:19:20,抑菌|清洁|除螨洁面皂|硫磺皂|身体清洁|除螨皂
12424637205,好来,口腔护理,牙膏,20.0-61.0,20.0,61.0,2019-09-27 16:46:13,清洁牙齿|防蛀去烟渍|去牙渍
14304144995,郁美净,护肤,婴童护肤,38.0,38.0,38.0,2019-08-07 10:24:15,保湿|滋润婴幼产品|温和
15872507686,云南白药,口腔护理,牙膏,41.0-123.0,41.0,123.0,2019-10-21 03:18:15,去异味|牙龈护理|美白健龈|清新口气口腔香氛|温和
16524601412,隆力奇,护肤,手足护理,7.0-19.0,7.0,19.0,2019-12-19 17:05:56,保湿|滋润|补水|防裂便携
18037078376,汰渍,洗涤,衣物清洁护理,51.0-245.0,51.0,245.0,2020-01-10 17:09:54,杀菌|清洁|留香|除螨去污柑橘调|柠檬香|香氛
19555706156,妇炎洁,洗护,私密清洁,23.0-82.0,23.0,82.0,2019-10-21 03:19:07,抑菌|止痒|清洁植物
35016923522,郁美净,护肤,婴童护肤,62.0-83.0,62.0,83.0,2019-08-07 10:28:52,保湿|滋养|滋润|补水婴幼产品|宝宝霜|秋冬
35409596053,自然堂,护肤,面部护理,120.0-213.0,120.0,213.0,2019-08-07 10:29:10,保湿|滋润|补水水润学生
38848279045,雅诗兰黛,护肤,面部护理,753.0-1789.0,753.0,1789.0,2019-06-27 19:24:51,保湿|修护|抗衰|滋润抗氧化|抗皱|水润|淡化细纹|紧致精华露|雅诗兰黛小棕瓶|微生态
43981898210,欧莱雅,洗护,洗发护发,35.0-87.0,35.0,87.0,2019-06-27 19:44:36,柔顺|滋养抚平毛躁头发洗护|新年限定|精油洗护
44760465466,蜂花,洗护,洗发护发,12.0,12.0,12.0,2019-06-27 19:48:45,保湿|修护|柔顺|滋润受损修护|头发洗护
5095550874,曼秀雷敦,护肤,唇部护理,27.0-45.0,27.0,45.0,2019-06-27 17:13:18,保湿|打底|润唇|滋润|防晒|防裂防干裂口红打底
522745436705,袋鼠妈妈,口腔护理,口腔护理套装,44.0-135.0,44.0,135.0,2019-08-07 11:29:36,去异味清新口气不含氟|准孕妇|孕妇|宝妈|家庭装
527898990396,滴露,洗护,手足清洁,31.0-72.0,31.0,72.0,2019-09-27 20:31:16,抑菌|清洁|滋润学生|补充装|身体清洁
528064755439,妮维雅,洗护,除臭止汗,19.0-67.0,19.0,67.0,2019-06-27 20:33:44,去异味|止汗|香体去腋臭
530542339390,雅诗兰黛,彩妆,面部底妆,496.0,496.0,496.0,2019-06-27 20:42:11,持妆|控油|遮瑕|防晒
531288468961,SYOSS,洗护,美发造型,23.0-52.0,23.0,52.0,2019-10-21 03:20:01,保湿|定型|滋润弹力固卷|水润空气感
536311571530,大洁王,洗涤,衣物清洁护理,17.0-888.0,17.0,888.0,2019-12-16 17:15:28,环保
537655659887,清扬,洗护,洗发护发,48.0-97.0,48.0,97.0,2019-06-27 21:10:45,去屑|柔顺|止痒|滋养|滋润|蓬松抚平毛躁|水润多合一|多效|头发洗护|蓬蓬水
545152099806,海飞丝,洗护,洗发护发,60.0-129.0,60.0,129.0,2019-06-27 21:38:19,去屑|滋润头发洗护
547479466370,贝亲,护肤,婴童护肤,57.0-171.0,57.0,171.0,2019-08-07 11:53:43,滋润|爽身婴幼产品|桃子水|液体爽身粉|秋冬
548071105705,滴露,洗涤,衣物清洁护理,87.0-349.0,87.0,349.0,2019-12-16 17:18:42,抑菌|杀菌|消毒|除螨柑橘调|柠檬香|香氛
551192056909,云南白药,口腔护理,牙膏,102.0-128.0,102.0,128.0,2019-08-07 11:55:05,去异味|清洁|牙龈护理|美白健龈|清新口气|美白牙齿
553947902313,欧舒丹,护肤,手足护理,308.0,308.0,308.0,2019-06-28 09:27:32,保湿|滋润|防裂香氛
556122885591,欧莱雅男士,洗护,美发造型,51.0-105.0,51.0,105.0,2019-09-29 15:11:22,定型|蓬松哑光|男士专用
557504382046,凡士林,护肤,其他护肤,29.0-83.0,29.0,83.0,2019-06-28 09:37:53,保湿|修护|润唇|淡唇纹|滋润
557890457365,蓝月亮,洗涤,衣物清洁护理,98.0-145.0,98.0,145.0,2020-01-10 17:12:40,清洁|留香|除螨去污|深层清洁香氛
561772772229,舒适达,口腔护理,牙膏,61.0-105.0,61.0,105.0,2019-08-07 12:54:27,修护|抗敏|清洁|牙龈护理抗敏感含氟
564093547806,圣罗兰,彩妆,唇部彩妆,426.0,426.0,426.0,2019-06-28 09:51:17,保湿镜面
569836999958,贝亲,洗护,婴童洗护,83.0-184.0,83.0,184.0,2019-08-07 13:10:52,二合一|多合一|头发洗护|婴幼产品
573957758391,白猫,洗涤,衣物清洁护理,38.0,38.0,38.0,2019-12-16 17:29:06,清洁去污
576223028007,冰希黎,香氛,人体香氛,203.0-246.0,203.0,246.0,2019-06-28 10:06:28,留香鎏金香水
581250432788,香奈儿,护肤,面部清洁,534.0,534.0,534.0,2019-10-21 03:15:37,保湿|清洁新年限定
582344228159,欧莱雅,护肤,眼部护理,311.0-377.0,311.0,377.0,2019-06-28 10:12:10,保湿|抗衰抗皱|淡化细纹欧莱雅紫熨斗|水光|黑眼圈
583203486065,潘婷,洗护,洗发护发,65.0-131.0,65.0,131.0,2019-06-28 10:12:49,修护|控油|柔顺|滋润|蓬松丝滑|去油|抚平毛躁头发洗护|家庭装
584593808512,英氏,洗涤,衣物清洁护理,65.0-323.0,65.0,323.0,2019-12-16 17:34:28,清洁去污婴幼产品
592711986792,冷酸灵,口腔护理,牙膏,15.0-38.0,15.0,38.0,2019-08-07 14:05:33,去异味|抗敏|清洁牙齿|牙龈护理|防蛀去牙渍|清新口气青柠香
598457014328,屈臣氏,护肤,手足护理,31.0-155.0,31.0,155.0,2019-09-29 09:41:26,保湿|抗衰|滋润|补水水润|紧致
598622363693,芬浓,洗护,洗发护发,82.0-247.0,82.0,247.0,2019-09-29 09:44:49,修护|柔顺|滋养|补水受损修护|头发洗护
